owner,repo,Total_Classes,CBO_Média,CBO_Mediana,CBO_Moda,CBO_DesvioPadrao,CBO_Mínimo,CBO_Máximo,CBO_P90,%CBO_Outliers,%CBO_Acima_14,DIT_Média,DIT_Mediana,DIT_Moda,DIT_DesvioPadrao,DIT_Mínimo,DIT_Máximo,DIT_P90,%DIT_Outliers,%DIT_Acima_7,LOC_Média,LOC_Mediana,LOC_Moda,LOC_DesvioPadrao,LOC_Mínimo,LOC_Máximo,LOC_P90,%LOC_Outliers,%LOC_Acima_500,LCOM_Média,LCOM_Mediana,LCOM_Moda,LCOM_DesvioPadrao,LCOM_Mínimo,LCOM_Máximo,LCOM_P90,%LCOM_Outliers,Média_Coment_Classe,Coment/LOC,Média_Coment_Repo
apache,maven,3670,5.549,3.0,3,13.7,0,713,11.0,1.144,5.64,1.553,1.0,1,0.836,1,10,2.0,2.67,0.163,44.667,20.0,5,90.073,1,1814,100.0,2.698,0.708,46.185,1.0,0,583.357,0,22366,28.0,0.545,6.269,0.207,9.235
apache,nifi,9863,7.255,4.0,1,10.772,0,399,17.0,3.295,13.282,1.499,1.0,1,0.879,1,8,3.0,5.617,0.01,63.588,25.0,8,141.272,1,4545,143.0,2.748,1.551,55.922,1.0,0,956.218,0,65234,45.0,0.314,5.65,0.122,7.743
apache,pinot,7060,7.359,5.0,2,8.415,0,134,17.0,3.754,14.093,1.509,1.0,1,1.309,1,32,3.0,1.912,0.312,79.104,33.0,5,148.712,1,2857,187.0,3.286,1.884,52.594,1.0,0,468.545,0,18617,62.1,0.807,7.512,0.139,10.989
apache,pulsar,7405,6.876,4.0,2,10.078,0,173,16.0,3.511,12.005,1.707,1.0,1,3.74,1,163,3.0,0.351,0.635,70.404,16.0,5,197.639,1,4345,161.0,2.458,2.228,85.354,0.0,0,1391.575,0,59685,36.0,0.419,7.644,0.151,10.657
apache,rocketmq,2860,6.882,3.5,1,10.484,0,197,17.0,3.706,12.622,1.331,1.0,1,0.753,1,11,2.0,7.448,0.175,75.347,28.0,5,161.442,1,2578,174.0,2.797,1.888,122.056,1.0,0,2334.95,0,87982,48.0,0.245,3.439,0.06,4.516
apache,rocketmq-externals,275,5.749,4.0,1,5.901,0,30,12.0,5.818,7.273,1.251,1.0,1,0.559,1,4,2.0,3.273,0.0,42.891,25.0,6,50.71,1,388,101.0,4.0,0.0,16.451,0.0,0,88.281,0,1227,22.6,1.818,4.013,0.13,5.575
apache,seatunnel,4765,6.798,5.0,2,7.156,0,66,16.0,4.47,12.97,1.367,1.0,1,0.718,1,13,2.0,7.114,0.021,55.147,18.0,5,175.745,1,9209,126.0,1.679,1.007,31.083,0.0,0,398.806,0,18316,27.0,0.378,3.55,0.085,4.68
apache,shardingsphere,7847,6.969,4.0,2,12.945,0,437,14.0,1.44,8.844,1.438,1.0,1,0.943,1,9,3.0,2.638,0.548,25.645,11.0,5,61.503,1,1737,56.0,1.873,0.268,28.318,0.0,0,408.622,0,15400,11.0,0.497,2.468,0.122,3.141
apache,shardingsphere-elasticjob,596,5.463,4.0,2,5.076,0,35,13.0,5.201,6.544,1.154,1.0,1,0.502,1,4,2.0,2.685,0.0,26.151,13.0,5,34.942,1,333,66.0,5.537,0.0,3.193,0.0,0,12.565,0,170,6.0,2.517,3.433,0.174,4.545
apache,shenyu,3590,5.966,4.0,2,5.994,0,50,14.0,5.599,9.666,1.236,1.0,1,0.593,1,5,2.0,5.014,0.0,39.66,23.0,5,50.789,1,729,91.0,4.485,0.084,17.891,1.0,0,67.292,0,1484,40.2,2.841,13.281,0.524,20.773
apache,shiro,1024,5.024,3.0,1,5.21,0,39,12.0,5.273,6.152,1.786,1.0,1,1.611,1,11,4.0,4.102,2.051,35.863,14.0,5,57.283,1,721,94.7,5.078,0.098,19.72,1.0,0,80.232,0,1344,33.0,3.125,11.899,0.49,17.57
apache,skywalking,2892,6.124,4.0,3,7.042,0,91,14.0,3.492,9.232,1.399,1.0,1,0.741,1,14,2.0,8.541,0.035,32.513,15.0,5,51.102,1,639,79.0,4.08,0.207,5.547,0.0,0,24.738,0,527,11.0,2.006,2.002,0.078,2.537
apache,storm,4388,5.322,3.0,2,6.756,0,159,12.0,3.008,5.789,1.217,1.0,1,0.738,1,31,2.0,3.783,0.068,81.853,27.0,5,715.609,1,45902,169.0,0.319,1.846,48.819,1.0,0,431.037,0,14644,39.0,0.798,5.458,0.091,7.446
apache,streampark,561,7.467,5.0,3,7.883,0,62,17.0,4.1,13.725,1.282,1.0,1,0.646,1,6,2.0,2.317,0.0,42.276,20.0,3,69.033,1,549,99.0,3.922,0.535,18.97,0.0,0,71.501,0,839,45.0,3.03,6.278,0.219,9.255
apache,tomcat,4673,4.605,3.0,3,5.838,0,81,11.0,3.98,5.435,1.814,1.0,1,1.671,1,46,3.0,1.584,0.728,76.196,22.0,5,194.975,1,4796,178.0,2.782,2.547,179.611,0.0,0,4201.031,0,268257,67.8,0.257,15.893,0.308,23.487
apache,zeppelin,2107,5.731,3.0,2,7.25,0,68,13.0,3.749,7.784,1.257,1.0,1,0.66,1,8,2.0,5.173,0.047,90.363,30.0,5,584.834,1,20211,217.6,0.285,2.136,43.072,1.0,0,343.547,0,12445,55.4,0.664,4.868,0.072,6.492
apache,zookeeper,1753,5.671,3.0,2,7.094,0,85,13.0,3.879,8.728,2.005,1.0,1,3.006,1,96,4.0,0.856,1.312,69.86,27.0,5,131.926,1,1903,168.8,3.708,1.654,36.876,0.0,0,390.008,0,12105,36.0,0.627,9.418,0.194,13.555
apereo,cas,8988,9.243,8.0,5,7.0,0,84,18.0,3.705,17.757,1.497,1.0,1,1.024,1,59,2.0,1.814,0.167,25.41,13.0,5,38.52,1,765,57.0,3.338,0.089,7.813,0.0,0,147.421,0,12858,9.0,0.289,4.435,0.226,5.731
apolloconfig,apollo,737,7.267,6.0,0,6.792,0,35,16.4,6.106,13.976,1.265,1.0,1,0.705,1,14,2.0,1.357,0.136,45.453,26.0,2,54.716,1,365,111.0,5.156,0.0,14.985,0.0,0,56.812,0,901,36.0,2.171,2.392,0.069,3.132
aporter,coursera-android,608,4.248,4.0,2,3.67,0,41,9.0,2.303,0.822,1.5,1.0,1,0.662,1,5,2.0,6.414,0.0,29.875,14.0,5,82.512,3,1648,61.0,0.658,0.493,3.359,0.0,0,35.347,0,754,3.0,0.329,3.492,0.127,3.791
apple,pkl,1628,6.295,4.0,3,7.918,0,188,13.0,3.01,7.555,4.378,4.0,1,15.462,1,360,5.0,0.921,2.58,38.486,12.0,5,98.506,1,1800,85.0,2.948,0.614,28.923,0.0,0,224.748,0,5986,21.0,1.29,2.47,0.079,3.031
arduino,Arduino,450,4.131,2.0,1,6.052,0,70,10.0,3.111,4.222,1.769,1.0,1,1.923,1,21,4.0,6.0,1.778,57.318,18.0,5,136.566,1,1757,143.3,2.667,0.889,32.722,0.0,0,208.261,0,3523,44.1,1.111,6.23,0.149,8.556
arimorty,floatingsearchview,135,3.57,2.0,1,7.119,0,68,7.0,3.704,4.444,1.178,1.0,1,0.471,1,3,2.0,3.704,0.0,30.889,7.0,5,116.211,2,1259,43.4,2.222,0.741,26.281,0.0,0,242.919,0,2796,4.0,0.741,1.902,0.07,2.156
aritraroy,UltimateAndroidReference,1,1.0,1.0,1,,1,1,1.0,0.0,0.0,1.0,1.0,1,,1,1,1.0,0.0,0.0,22.0,22.0,22,,22,22,22.0,0.0,0.0,0.0,0.0,0,,0,0,0.0,0.0,0.0,0.0,0.0
ArthurHub,Android-Image-Cropper,40,7.725,4.0,0,9.419,0,44,21.0,2.5,20.0,1.375,1.0,1,0.54,1,3,2.0,2.5,0.0,116.375,21.0,3,200.41,1,946,413.7,5.0,5.0,70.375,0.0,0,236.734,0,1382,146.5,2.5,27.397,0.4,46.575
AsamK,signal-cli,491,6.986,4.0,0,11.589,0,113,16.0,3.259,12.016,1.576,1.0,1,2.142,1,43,3.0,0.815,0.611,54.884,17.0,5,128.483,1,1430,127.0,2.648,1.833,48.301,0.0,0,382.445,0,7253,34.0,1.222,0.721,0.015,0.833
ashishps1,awesome-leetcode-resources,11,1.182,1.0,1,0.405,1,2,2.0,18.182,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,32.727,13.0,8,31.283,4,87,85.0,0.0,0.0,4.727,0.0,0,8.259,0,21,21.0,18.182,6.632,0.35,11.455
ashishps1,awesome-low-level-design,792,2.629,2.0,1,2.549,0,17,6.0,5.051,0.253,1.139,1.0,1,0.434,1,4,2.0,1.641,0.0,18.423,13.0,3,18.479,1,157,42.9,5.303,0.0,3.052,0.0,0,11.121,0,180,6.0,2.778,1.003,0.066,1.207
ashishps1,awesome-system-design-resources,11,0.818,1.0,1,0.603,0,2,1.0,9.091,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,30.545,26.0,19,12.636,19,60,46.0,9.091,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,3.529,0.179,5.455
Ashok-Varma,BottomNavigation,30,7.533,5.5,1,7.816,0,33,15.3,6.667,13.333,1.433,1.0,1,0.728,1,4,2.0,6.667,0.0,69.7,34.0,5,87.097,5,407,158.9,3.333,0.0,69.267,4.5,0,162.136,0,854,164.8,3.333,14.711,0.317,22.067
asLody,VirtualApp,1420,3.941,2.0,1,5.277,0,58,8.0,3.38,3.38,2.588,2.0,1,11.271,1,303,4.0,0.493,0.986,32.834,8.0,2,87.025,1,1177,74.1,2.958,0.775,15.611,0.0,0,114.809,0,2581,10.0,1.62,2.062,0.071,2.325
AsyncHttpClient,async-http-client,579,5.805,4.0,1,6.443,0,51,15.0,5.354,10.19,1.566,1.0,1,0.958,1,8,3.0,4.318,0.173,51.076,21.0,9,88.999,1,922,127.2,3.8,0.691,41.501,1.0,0,247.656,0,3403,44.0,1.209,7.297,0.209,10.699
Atmosphere,atmosphere,741,5.497,3.0,1,6.645,0,86,13.0,4.184,8.367,1.308,1.0,1,0.809,1,9,2.0,6.883,0.27,49.474,14.0,5,135.449,1,2216,117.0,2.159,0.945,55.026,1.0,0,591.174,0,14605,21.0,0.945,7.116,0.186,9.181
aurelhubert,ahbottomnavigation,46,5.109,2.0,2,7.54,0,42,12.5,4.348,8.696,1.174,1.0,1,0.383,1,2,2.0,17.391,0.0,50.848,10.0,5,151.167,1,1006,96.0,2.174,2.174,57.478,0.0,0,313.31,0,2115,15.0,2.174,10.279,0.268,13.63
auth0,java-jwt,86,5.663,3.5,2,5.483,0,20,14.0,6.977,9.302,1.628,1.0,1,1.32,1,6,4.0,9.302,0.0,103.767,32.5,5,175.513,2,948,295.5,4.651,4.651,142.744,1.0,0,531.446,0,4355,327.5,2.326,12.635,0.163,16.895
AutoMQ,automq,9231,7.192,4.0,1,12.02,0,453,17.0,2.914,12.415,1.4,1.0,1,1.034,1,17,2.0,3.629,0.325,72.469,25.0,5,178.464,1,4350,155.0,2.817,2.21,45.367,0.0,0,594.874,0,32843,36.0,0.661,8.305,0.157,11.401
awaitility,awaitility,170,3.176,1.0,1,4.559,0,27,9.0,5.294,3.529,1.194,1.0,1,0.589,1,4,2.0,4.706,0.0,32.194,13.0,5,51.262,2,352,83.7,4.706,0.0,18.582,0.0,0,123.73,0,1466,15.0,1.176,6.532,0.276,8.876
awsdocs,aws-doc-sdk-examples,1673,7.039,5.0,4,6.408,0,63,14.0,3.586,9.444,1.04,1.0,1,0.31,1,6,1.0,2.57,0.0,48.922,29.0,25,61.634,1,586,99.0,4.184,0.12,6.187,1.0,1,24.171,0,404,10.0,2.989,5.179,0.15,7.324
AxonFramework,AxonFramework,3828,6.472,5.0,1,6.887,0,85,15.0,4.598,10.58,1.284,1.0,1,0.782,1,16,2.0,5.016,0.104,37.596,17.0,5,60.638,1,706,92.0,3.945,0.235,16.119,0.0,0,101.429,0,2926,22.0,1.306,8.607,0.333,12.52
azkaban,azkaban,1283,6.472,4.0,0,8.118,0,92,16.0,4.131,11.613,1.352,1.0,1,0.797,1,6,2.0,8.418,0.0,73.139,35.0,8,121.971,1,1761,168.8,4.053,1.247,35.84,1.0,0,172.518,0,2548,51.0,1.949,8.617,0.176,12.882
baidu,uid-generator,25,2.88,1.0,0,3.383,0,10,7.6,8.0,0.0,1.28,1.0,1,0.737,1,4,2.0,8.0,0.0,34.92,24.0,3,32.613,3,106,78.4,8.0,0.0,11.72,1.0,0,21.199,0,91,36.2,4.0,10.812,0.595,20.76
baomidou,dynamic-datasource,178,5.112,4.0,2,4.682,0,22,12.0,5.056,5.056,1.14,1.0,1,0.484,1,4,1.3,2.247,0.0,29.815,21.0,5,37.006,2,203,59.2,4.494,0.0,2.36,0.0,0,8.133,0,78,4.0,4.494,5.655,0.269,8.006
baomidou,mybatis-plus,1042,5.912,4.0,2,9.464,0,225,12.0,2.207,7.486,1.332,1.0,1,0.788,1,15,2.0,6.718,0.096,37.496,14.0,2,68.417,1,729,88.0,4.607,0.384,25.074,0.0,0,151.499,0,3139,33.0,1.344,10.06,0.358,13.419
baoyongzhang,SwipeMenuListView,33,4.394,2.0,2,4.834,0,16,13.6,12.121,9.091,1.455,1.0,1,0.754,1,4,2.0,9.091,0.0,40.818,12.0,5,65.749,3,264,114.0,6.061,0.0,15.242,1.0,0,40.261,0,158,29.4,9.091,2.026,0.059,2.394
Baseflow,PhotoView,45,4.733,3.0,1,5.545,0,30,9.2,4.444,6.667,1.356,1.0,1,0.57,1,3,2.0,4.444,0.0,39.822,14.0,3,93.547,3,610,65.8,2.222,2.222,24.6,0.0,0,157.259,0,1056,5.6,2.222,2.721,0.093,3.689
bazelbuild,bazel,10653,7.539,5.0,2,10.363,0,336,17.0,3.314,12.804,1.622,1.0,1,1.335,1,46,3.0,2.037,0.498,55.178,18.0,5,122.887,1,3739,132.0,3.182,1.239,67.987,1.0,0,953.937,0,58996,45.0,0.498,9.968,0.268,14.799
Bearded-Hen,Android-Bootstrap,79,6.962,3.0,1,8.321,0,34,19.6,5.063,17.722,1.671,1.0,1,0.858,1,4,3.0,1.266,0.0,131.506,23.0,5,421.357,1,2812,188.2,3.797,3.797,31.392,2.0,0,77.891,0,507,110.8,5.063,6.67,0.074,9.709
beemdevelopment,Aegis,454,7.416,5.0,1,9.447,0,83,16.0,3.965,12.335,1.709,1.0,1,1.02,1,8,3.0,5.286,0.22,52.383,21.5,3,100.279,1,1182,120.8,3.524,1.101,22.189,1.0,0,141.22,0,1951,24.8,1.101,1.405,0.033,1.751
ben-manes,caffeine,1336,4.916,3.0,1,6.731,0,85,12.0,3.293,5.838,1.588,1.0,1,1.43,1,22,3.0,3.219,1.422,63.689,15.0,5,196.699,1,3329,123.5,2.395,2.171,163.169,0.0,0,1724.581,0,42778,35.0,0.973,5.74,0.117,7.429
bepass-org,oblivion,58,5.638,4.0,0,6.037,0,28,11.6,6.897,8.621,1.483,1.0,1,0.707,1,3,3.0,12.069,0.0,45.534,14.5,3,86.424,3,597,101.8,1.724,1.724,11.621,0.5,0,46.819,0,333,20.3,3.448,2.818,0.094,4.276
Bigkoo,Android-PickerView,91,3.725,2.0,2,5.058,0,26,12.0,7.692,6.593,1.154,1.0,1,0.363,1,2,2.0,15.385,0.0,48.582,7.0,5,112.558,1,709,161.0,4.396,2.198,15.495,0.0,0,90.564,0,837,4.0,1.099,9.059,0.242,11.747
bilibili,DanmakuFlameMaster,172,5.163,3.0,2,6.12,0,37,11.8,5.233,7.558,1.61,1.0,1,1.374,1,14,2.9,2.326,1.163,74.878,20.0,5,141.382,1,913,220.3,5.814,1.744,47.506,1.0,0,158.938,0,938,70.3,4.651,3.327,0.056,4.198
bilibili,MagicaSakura,84,8.298,7.5,1,7.292,0,40,18.5,5.952,14.286,1.679,2.0,1,1.194,1,11,2.0,1.19,1.19,63.893,33.5,3,75.513,3,413,143.0,4.762,0.0,25.44,3.0,0,73.533,0,543,64.4,3.571,1.5,0.03,1.893
binarywang,WxJava,5087,5.505,4.0,3,6.529,0,158,10.0,2.379,4.757,1.213,1.0,1,0.442,1,5,2.0,1.062,0.0,22.204,10.0,5,50.574,1,1848,45.0,2.379,0.098,20.321,0.0,0,217.905,0,7260,3.0,0.865,13.145,0.94,20.879
bingoogolapple,BGABanner-Android,53,5.0,3.0,2,6.016,0,35,12.4,5.66,9.434,1.585,2.0,1,0.602,1,3,2.0,5.66,0.0,40.057,12.0,8,113.968,1,816,60.4,1.887,1.887,26.283,1.0,0,155.695,0,1136,13.0,1.887,3.556,0.106,4.226
bingoogolapple,BGARefreshLayout-Android,162,5.148,3.0,2,5.571,0,24,16.7,10.494,10.494,1.407,1.0,1,0.752,1,4,3.0,13.58,0.0,33.642,10.0,7,64.096,1,562,102.0,2.469,0.617,9.796,1.0,0,42.536,0,376,7.9,3.086,3.392,0.121,4.062
binIoter,GuideView,35,3.743,2.0,1,4.501,0,18,11.0,5.714,5.714,1.371,1.0,1,0.731,1,4,2.0,8.571,0.0,35.6,13.0,5,62.755,1,291,71.0,8.571,0.0,8.229,1.0,0,35.275,0,210,10.0,2.857,6.5,0.219,7.8
bisq-network,bisq,3715,7.496,4.0,3,9.473,0,116,17.0,4.388,13.567,1.75,1.0,1,1.169,1,18,3.0,2.773,0.162,48.107,19.0,5,97.643,1,1307,105.0,3.419,1.05,30.017,0.0,0,362.578,0,18909,28.0,0.727,3.711,0.105,5.073
bitcoin-wallet,bitcoin-wallet,387,7.532,4.0,2,9.778,0,84,19.4,4.91,13.178,1.713,1.0,1,1.121,1,8,3.0,7.752,0.775,47.491,19.0,5,85.132,1,886,128.0,5.168,0.775,5.413,0.0,0,21.751,0,341,11.0,1.55,0.881,0.022,1.028
bitcoinj,bitcoinj,623,7.164,4.0,1,10.878,0,125,17.0,4.173,13.002,1.73,1.0,1,2.737,1,44,3.0,1.124,1.124,73.865,20.0,5,210.855,1,3147,147.8,2.729,2.729,89.236,0.0,0,697.161,0,14304,52.8,1.284,16.444,0.341,25.207
Blankj,AndroidUtilCode,670,4.169,2.0,0,5.562,0,63,11.0,4.03,4.627,1.364,1.0,1,0.836,1,10,2.0,2.687,0.299,59.639,14.0,5,129.699,1,1541,154.8,4.179,1.791,144.954,0.0,0,960.505,0,18418,114.4,1.493,19.542,0.399,23.8
Blankj,awesome-java-leetcode,72,1.681,2.0,2,0.552,1,3,2.0,4.167,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,24.611,24.0,27,10.879,7,62,33.9,6.944,0.0,1.167,1.0,1,0.692,0,3,2.8,11.111,5.316,0.228,5.611
blossom-editor,blossom,435,5.724,3.0,1,6.506,0,45,15.6,6.207,11.724,1.345,1.0,1,0.672,1,5,2.0,3.908,0.0,30.724,13.0,4,45.499,2,338,82.0,4.138,0.0,6.977,0.0,0,26.82,0,331,15.0,2.069,10.067,0.605,18.584
bluelinelabs,Conductor,86,5.477,3.0,2,6.202,0,34,12.5,5.814,6.977,1.349,1.0,1,0.665,1,4,2.0,5.814,0.0,62.616,20.0,6,133.145,1,889,135.0,3.488,2.326,71.337,0.0,0,406.339,0,3494,39.0,2.326,7.676,0.15,9.372
BoltsFramework,Bolts-Android,158,3.0,2.0,2,3.522,0,27,5.0,3.165,1.899,1.089,1.0,1,0.413,1,4,1.0,5.696,0.0,32.557,9.0,5,109.78,2,1106,37.6,2.532,1.899,19.013,0.0,0,150.347,0,1425,0.0,1.266,5.006,0.174,5.671
booklore-app,booklore,582,7.947,5.0,3,7.293,0,49,18.0,3.78,17.698,1.038,1.0,1,0.216,1,4,1.0,3.436,0.0,38.383,10.0,4,75.141,1,660,98.9,4.296,0.515,11.588,0.0,0,56.476,0,703,10.0,2.921,1.282,0.037,1.428
brettwooldridge,HikariCP,185,4.384,3.0,1,4.196,0,28,10.0,4.324,2.162,1.286,1.0,1,0.659,1,5,2.0,5.405,0.0,61.968,24.0,2,101.911,1,653,170.6,3.784,1.622,172.67,0.0,0,1408.661,0,18141,49.8,1.622,8.415,0.195,12.054
brianfrankcooper,YCSB,236,7.051,3.0,1,7.548,0,34,19.5,5.085,19.492,1.636,1.0,1,0.751,1,5,3.0,1.271,0.0,94.894,47.0,5,109.771,1,675,254.5,5.085,0.424,7.852,0.0,0,19.52,0,170,26.0,5.085,12.974,0.223,21.165
brianway,java-learning,753,1.085,1.0,1,1.124,0,6,3.0,5.046,0.0,1.287,1.0,1,0.513,1,4,2.0,1.859,0.0,14.587,12.0,5,11.114,1,103,26.0,3.586,0.0,0.596,0.0,0,2.923,0,45,1.0,1.859,0.648,0.051,0.75
btraceio,btrace,768,4.913,4.0,0,5.027,0,40,9.0,4.036,4.036,1.303,1.0,1,0.868,1,9,2.0,3.776,0.26,53.367,11.0,5,161.535,1,2145,101.6,2.865,2.344,92.544,0.0,0,1538.703,0,41035,16.3,0.26,7.146,0.157,8.374
bumptech,glide,1521,5.978,4.0,2,6.487,0,76,13.0,4.405,8.284,1.237,1.0,1,0.803,1,20,2.0,4.011,0.066,40.122,13.0,5,75.936,1,785,95.0,4.734,0.526,19.913,0.0,0,157.451,0,2835,14.0,1.052,4.97,0.165,6.64
bytedeco,javacpp,215,5.912,5.0,0,6.982,0,65,12.0,3.256,5.116,2.009,2.0,1,1.242,1,13,3.0,0.93,0.93,125.702,43.0,89,452.144,2,4405,138.0,2.791,3.256,151.14,1.0,0,382.457,0,3403,576.6,2.326,9.616,0.118,14.893
bytedeco,javacv,223,6.126,4.0,0,6.771,0,35,16.0,4.933,11.659,2.13,1.0,1,1.923,1,13,4.0,4.036,3.139,120.906,48.0,5,188.996,1,1276,363.2,5.381,5.381,133.991,1.0,0,704.226,0,7451,166.6,1.794,9.181,0.101,12.269
ByteLegend,ByteLegend,295,6.98,7.0,7,2.816,0,18,9.0,14.237,1.695,1.003,1.0,1,0.058,1,2,1.0,0.339,0.0,352.651,140.0,278,867.582,9,7628,659.6,2.373,11.525,727.844,20.0,0,2317.183,0,13027,553.0,4.068,12.091,0.05,17.624
cabaletta,baritone,473,6.698,4.0,2,8.284,0,65,16.0,4.44,11.416,1.387,1.0,1,0.808,1,6,2.0,2.748,0.0,47.197,19.0,8,90.168,1,948,114.8,3.594,0.846,22.114,1.0,0,128.126,0,1653,28.0,1.48,7.285,0.229,10.812
CaffeineMC,sodium,665,6.129,4.0,2,6.945,0,79,14.0,3.459,7.669,1.439,1.0,1,2.348,1,56,2.0,0.902,0.752,39.409,18.0,3,60.63,1,701,95.6,4.211,0.301,13.582,1.0,0,62.564,0,1109,28.0,1.654,4.459,0.155,6.102
CalebFenton,simplify,311,8.987,8.0,0,7.413,0,48,19.0,5.145,14.791,1.373,1.0,1,0.768,1,4,3.0,14.469,0.0,68.006,36.0,10,88.114,1,650,177.0,6.109,0.322,20.743,0.0,0,75.981,0,782,30.0,4.18,2.869,0.059,4.023
CameraKit,blurkit-android,10,6.1,5.0,1,5.646,0,19,10.9,10.0,10.0,1.5,1.0,1,0.707,1,3,2.1,10.0,0.0,49.7,23.5,5,86.615,5,292,75.1,10.0,0.0,30.3,0.0,0,90.003,0,286,43.9,10.0,11.273,0.249,12.4
camunda,camunda,14878,7.181,5.0,2,9.016,0,301,16.0,3.045,12.495,1.396,1.0,1,1.067,1,40,2.0,3.609,0.282,41.369,21.0,5,62.14,1,841,98.0,3.992,0.235,28.691,1.0,0,189.24,0,10440,37.0,1.277,4.741,0.155,6.416
camunda,camunda-bpm-platform,10681,6.28,4.0,2,7.597,0,325,14.0,3.136,8.773,1.648,1.0,1,1.098,1,22,3.0,5.72,0.215,50.918,15.0,5,141.81,1,3720,112.0,2.303,1.245,86.62,1.0,0,2103.61,0,203863,45.0,0.225,6.478,0.171,8.72
careercup,ctci,311,1.958,2.0,2,1.468,0,8,4.0,4.823,0.0,1.119,1.0,1,0.435,1,5,1.0,9.646,0.0,36.154,28.0,8,33.249,1,319,71.0,3.215,0.0,5.096,1.0,0,17.875,0,276,15.0,1.608,2.444,0.08,2.9
careercup,CtCI-6th-Edition,609,2.128,2.0,2,1.567,0,10,4.0,3.448,0.0,1.069,1.0,1,0.332,1,5,1.0,5.583,0.0,34.635,28.0,17,26.851,1,317,67.2,2.627,0.0,4.483,1.0,0,16.698,0,378,10.0,0.821,2.378,0.078,2.695
CarGuo,GSYVideoPlayer,636,5.486,2.0,2,6.823,0,56,15.0,4.874,11.006,1.575,1.0,1,1.518,1,10,2.0,4.403,3.774,50.201,13.5,5,92.994,1,959,152.5,3.931,0.629,55.355,0.0,0,309.228,0,4426,62.5,2.044,7.454,0.197,9.904
castorflex,SmoothProgressBar,48,4.854,3.0,3,5.002,0,22,12.3,6.25,6.25,1.229,1.0,1,0.472,1,3,2.0,2.083,0.0,46.0,12.5,6,95.345,3,573,145.0,2.083,2.083,26.312,0.0,0,95.339,0,595,46.8,4.167,1.386,0.036,1.646
cats-oss,android-gpuimage,153,2.961,2.0,1,3.748,0,26,6.0,3.922,2.614,2.157,2.0,1,1.193,1,7,3.0,4.575,0.0,41.444,16.0,6,102.869,1,1008,66.2,2.614,0.654,11.301,0.0,0,54.176,0,549,10.0,2.614,5.836,0.191,7.895
CellularPrivacy,Android-IMSI-Catcher-Detector,251,5.06,3.0,2,6.862,0,48,12.0,5.179,7.968,1.331,1.0,1,0.662,1,4,2.0,6.773,0.0,48.49,15.0,5,81.945,3,674,112.0,5.578,0.398,4.964,0.0,0,16.362,0,167,12.0,4.382,6.79,0.178,8.629
CeuiLiSA,Pixiv-Shaft,1035,4.798,3.0,2,5.837,0,69,11.0,4.348,5.894,1.45,1.0,1,1.114,1,6,3.0,5.121,0.0,34.834,12.0,5,67.231,1,847,84.6,3.865,0.386,25.038,0.0,0,253.763,0,6437,20.0,0.87,3.27,0.114,3.972
cglib,cglib,498,3.217,1.0,0,5.344,0,72,9.0,3.012,2.811,1.532,1.0,1,1.159,1,15,3.0,7.028,0.201,35.482,9.0,5,97.967,2,1232,77.6,1.807,1.004,261.797,0.0,0,5178.171,0,115440,21.0,0.201,2.141,0.073,2.592
ChadCSong,ShineButton,24,4.833,2.0,1,5.7,0,22,12.4,4.167,4.167,1.625,1.0,1,0.824,1,4,2.7,4.167,0.0,41.167,13.5,5,67.11,3,272,103.1,8.333,0.0,23.625,0.0,0,94.182,0,464,12.8,4.167,0.808,0.021,0.875
changmingxie,tcc-transaction,519,5.247,3.0,1,5.637,0,45,13.0,3.854,5.202,1.308,1.0,1,0.801,1,6,2.0,5.973,0.0,45.595,16.0,5,124.788,1,1711,98.0,2.119,0.771,29.736,1.0,0,99.77,0,989,50.0,5.01,1.854,0.051,2.308
charles2gan,GDA-android-reversing-Tool,16,2.562,2.5,1,1.459,1,5,5.0,0.0,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,35.438,21.5,8,48.234,8,201,71.0,6.25,0.0,57.375,0.0,0,228.168,0,913,2.0,6.25,1.75,0.074,2.625
chentao0707,SimplifyReader,632,4.557,2.0,2,7.016,0,75,11.0,3.956,6.487,1.388,1.0,1,0.89,1,7,2.0,5.38,0.0,54.919,13.0,5,154.949,1,1956,119.7,2.215,1.741,60.294,0.0,0,341.915,0,4668,45.8,2.215,9.569,0.224,12.31
chewiebug,GCViewer,291,5.275,4.0,1,4.803,0,29,12.0,4.467,4.467,2.165,1.0,1,2.336,1,24,5.0,2.749,1.375,70.285,36.0,9,100.557,1,692,159.0,4.811,1.031,49.045,1.0,0,236.706,0,3248,48.0,3.093,6.052,0.136,9.526
chinabugotech,hutool,2655,3.527,3.0,1,3.843,0,49,7.0,4.068,2.185,1.283,1.0,1,0.755,1,11,2.0,5.876,0.151,49.527,19.0,5,103.904,1,1828,117.0,3.277,0.866,102.244,0.0,0,960.153,0,26841,77.2,0.791,22.752,0.736,36.455
